peak_voltage,duration,rise_time,energy,label
0.7207207207207209,0.784820683903253,0.2109826589595375,0.8369781312127237,0
0.47222222222222227,0.5738115095913261,0.4046242774566474,0.27817709129836365,2
0.07319819819819823,0.34528773978315264,0.9494219653179191,0.16271601162257227,1
0.870870870870871,0.896580483736447,0.033236994219653204,0.9382168527297751,0
0.6554054054054055,0.4495412844036697,0.12283236994219654,0.8184737727481266,0
0.2627627627627628,0.5838198498748957,0.4942196531791907,0.34668909619207827,2
0.14039039039039042,0.37114261884904076,0.8179190751445086,0.11301422235815874,1
0.43055555555555564,0.5120934111759801,0.592485549132948,0.2885762348983025,2
0.2695195195195195,0.37447873227689743,0.5447976878612717,0.38079217005658356,2
0.3430930930930931,0.3261050875729776,0.2789017341040463,0.3079981648570118,2
0.04954954954954957,0.23853211009174324,0.5751445086705202,0.08823979201712799,1
0.16216216216216217,0.36864053377814865,0.9436416184971098,0.1532344395167457,1
0.06569069069069072,0.31025854879065906,0.9783236994219654,0.11347300810521484,1
0.6313813813813816,0.9507923269391161,0.28179190751445093,0.7758066982719071,0
0.21208708708708712,0.43953294412010013,0.5621387283236995,0.25340266095733294,2
0.7834084084084085,0.6839032527105922,0.27023121387283233,0.8869857776418412,0
0.9478228228228229,0.5104253544620518,0.384393063583815,0.9473925676708975,0
0.25675675675675674,0.6488740617180986,0.4942196531791907,0.41718917265636946,2
0.10810810810810814,0.23102585487906602,0.9552023121387282,0.13136565224040375,1
0.8836336336336337,0.4662218515429526,0.024566473988439308,0.8242850588775043,0
0.4943693693693694,0.2251876563803168,0.7326589595375724,0.3852270989447928,2
0.7927927927927929,1.0000000000000002,0.05780346820809246,0.8059336289952592,0
0.746996996996997,0.7914929107589659,0.4450867052023121,0.9038079217005658,0
0.09684684684684686,0.12593828190158463,0.764450867052023,0.10123872151705153,1
0.8532282282282282,0.4687239366138449,0.4277456647398843,0.9469337819238416,0
0.04617117117117117,0.05087572977481236,0.6054913294797688,0.14222358158739867,1
0.27590090090090097,0.6238532110091743,0.5968208092485549,0.3645817403272672,2
0.9868618618618621,0.9174311926605505,0.16329479768786126,0.8995259213947087,0
0.3228228228228229,0.5979983319432862,0.45231213872832365,0.27037773359840955,2
0.7267267267267268,0.6363636363636365,0.42919075144508667,0.6788499770607126,0
0.10773273273273276,0.4011676396997499,0.9869942196531792,0.08426364887597491,1
0.9313063063063065,0.9474562135112596,0.28034682080924855,0.8611408472243463,0
0.32995495495495497,0.6180150125104256,0.6315028901734103,0.4259061018504358,2
0.3265765765765766,0.4653878231859885,0.39739884393063585,0.4268236733445481,2
0.39602102102102105,0.39949958298582144,0.4393063583815029,0.2858235204159657,2
0.010885885885885904,0.057547956630525365,0.7702312138728323,0.07814650558189325,1
0.8712462462462465,0.44787322768974147,0.06213872832369943,0.7981342712953051,0
0.04166666666666666,0.004170141784820669,0.6213872832369942,0.10062700718764335,1
0.25675675675675674,0.15262718932443708,0.476878612716763,0.4347759596268542,2
0.35548048048048053,0.2126772310258549,0.3049132947976878,0.4107661721975837,2
0.6873123123123124,0.6855713094245206,0.10260115606936415,0.8011928429423459,0
0.1392642642642643,0.2760633861551294,0.6719653179190752,0.031656216546872604,1
0.007507507507507505,0.07256046705587993,0.9147398843930635,0.08304022021715858,1
0.12349849849849848,0.20934111759799845,0.9898843930635838,0.055207218229087016,1
0.4861111111111111,0.34195162635529597,0.5072254335260115,0.47346689096192074,2
0.09684684684684686,0.1893244370308591,0.5867052023121386,0.12066065147576081,1
0.1388888888888889,0.0,0.6315028901734103,0.13916500994035785,1
0.2995495495495496,0.511259382819016,0.3598265895953757,0.3430188102156293,2
0.6197447447447448,0.8190158465387825,0.26878612716763006,1.0,0
0.3787537537537538,0.2702251876563804,0.6026011560693642,0.3378192384156599,2
0.08408408408408408,0.030025020850708906,0.5679190751445087,0.10720293622878117,1
0.26876876876876876,0.4728940783986657,0.3786127167630058,0.43187031656216546,2
0.8817567567567568,0.42702251876563824,0.41473988439306353,0.7771830555130753,0
0.04842342342342343,0.05587989991659725,0.6040462427745664,0.1371769383697813,1
0.8581081081081081,0.8865721434528775,0.33526011560693636,0.5881633277259519,0
0.3190690690690691,0.2735613010842368,0.323699421965318,0.2700718764337055,2
0.34984984984984985,0.5529608006672229,0.5708092485549133,0.4049548860682062,2
0.19181681681681684,0.19099249374478733,0.7196531791907513,0.11026150787582199,1
0.6662912912912915,0.8231859883236032,0.0722543352601156,0.7875821991130142,0
0.12537537537537535,0.2952460383653044,0.8641618497109825,0.07952286282306163,1
0.1283783783783784,0.2702251876563804,0.8526011560693642,0.1452821532344395,1
0.6227477477477479,0.4678899082568808,0.25722543352601157,0.6500994035785289,0
0.6816816816816818,0.8023352793994998,0.037572254335260125,0.9538155681296833,0
0.18393393393393392,0.19266055045871555,0.6459537572254336,0.03211500229392872,1
0.125,0.06922435362802337,0.7268786127167629,0.16271601162257227,1
0.9553303303303304,0.8598832360300253,0.18497109826589597,0.8117449151246369,0
0.2792792792792793,0.44036697247706424,0.6661849710982658,0.32053830860987914,2
0.32469969969969975,0.2660550458715596,0.5867052023121386,0.4494571035326502,2
0.2822822822822823,0.3669724770642202,0.4884393063583815,0.4236121731151552,2
0.09496996996996998,0.1476230191826523,0.9841040462427745,0.06545343324667381,1
0.3036786786786787,0.1718098415346121,0.5953757225433526,0.4623031044502217,2
0.3374624624624625,0.6171809841534612,0.5187861271676301,0.34240709588622115,2
0.7346096096096097,0.9140950792326941,0.42485549132947975,0.5519192537085181,0
0.6610360360360361,0.7264386989157634,0.06213872832369943,0.7034714788193913,0
0.6388888888888891,0.7564637197664723,0.34826589595375723,0.6520874751491054,0
0.14076576576576577,0.3728106755629692,0.9927745664739885,0.04710200336442881,1
0.3978978978978979,0.26438698915763137,0.3872832369942196,0.2818473772748127,2
0.7496246246246248,0.8123436196830693,0.22687861271676302,0.7102003364428812,0
0.9568318318318321,0.444537114261885,0.2991329479768786,0.6068206147729011,0
0.3415915915915916,0.32360300250208507,0.5592485549132947,0.2712953050925218,2
0.4861111111111111,0.3194328607172645,0.611271676300578,0.3251261660804404,2
0.12237237237237236,0.12760633861551296,0.9132947976878613,0.0,1
0.056681681681681695,0.004170141784820669,0.9638728323699423,0.14941122495794462,1
0.7027027027027029,0.6855713094245206,0.0,0.7583728398837742,0
0.790915915915916,0.8665554628857381,0.017341040462427737,0.9028903502064535,0
0.24662162162162166,0.33361134278565463,0.7052023121387283,0.2775653769689555,2
0.6073573573573574,0.5979983319432862,0.0361271676300578,0.6996482642605902,0
0.4485735735735737,0.44620517097581325,0.2991329479768786,0.28322373451598104,2
0.9406906906906909,0.9032527105921604,0.31358381502890176,0.9174185655298975,0
0.26576576576576577,0.3953294412010009,0.5621387283236995,0.4246826731916195,2
0.12987987987987987,0.18515429524603855,0.9783236994219654,0.13304786664627616,1
0.11223723723723728,0.08256880733944949,0.9985549132947976,0.16791558342254165,1
0.9677177177177179,0.9507923269391161,0.020231213872832388,0.6037620431258602,0
0.10435435435435436,0.048373644703919916,0.5953757225433526,0.04282000305857164,1
0.8644894894894897,0.9232693911592995,0.16040462427745666,0.6640159045725645,0
0.04542042042042044,0.2418682235195997,0.9710982658959538,0.13335372381098026,1
0.11936936936936943,0.26855713094245215,0.7471098265895953,0.10980272212876586,1
0.3415915915915916,0.4662218515429526,0.3395953757225434,0.3283376663098333,2
0.2623873873873874,0.6005004170141786,0.338150289017341,0.2893408778100627,2
0.002627627627627638,0.08590492076730616,0.6473988439306358,0.09802722128765863,1
0.04504504504504506,0.30442035029190984,0.9060693641618497,0.021715858693989898,1
0.23611111111111116,0.53628023352794,0.3208092485549132,0.39470867105061935,2
0.2834084084084085,0.25104253544620536,0.3395953757225434,0.24101544578681755,2
0.3081831831831832,0.4895746455379484,0.5635838150289018,0.3265025233216088,2
0.9373123123123126,0.4687239366138449,0.21531791907514453,0.8426364887597492,0
0.7796546546546548,0.5654712260216848,0.3179190751445087,0.8348371310597951,0
0.3656156156156157,0.3311092577147623,0.523121387283237,0.4711729622266402,2
0.1144894894894895,0.030859049207673128,0.7268786127167629,0.09726257837589845,1
0.05593093093093093,0.15763135946622175,0.8916184971098265,0.05276036091145435,1
0.0011261261261261424,0.19266055045871555,0.9696531791907513,0.10016822144058725,1
0.9500750750750753,0.8765638031693079,0.4060693641618497,0.8628230616302187,0
1.0000000000000002,0.5337781484570476,0.09104046242774566,0.7143294081663862,0
0.0994744744744745,0.3027522935779816,0.7543352601156069,0.11668450833460774,1
0.27102102102102105,0.58465387823186,0.630057803468208,0.38813274200948156,2
0.8040540540540542,0.8957464553794829,0.21531791907514453,0.7050007646429117,0
0.6647897897897899,0.6413678065054214,0.07369942196531792,0.8154152011010858,0
0.9373123123123126,0.9316096747289411,0.0809248554913295,0.566447469031962,0
0.882882882882883,0.5371142618849041,0.43497109826589586,0.7999694142835296,0
0.26651651651651653,0.18765638031693088,0.3179190751445087,0.32344395167456796,2
0.1670420420420421,0.12593828190158463,1.0,0.08946322067594432,1
0.45045045045045046,0.49291075896580505,0.5794797687861272,0.3647346689096192,2
0.04804804804804805,0.41618015012510434,0.6141618497109826,0.09435693531120963,1
0.7950450450450453,0.8473728106755631,0.05924855491329478,0.8827037773359842,0
0.11524024024024027,0.15679733110925764,0.6546242774566474,0.05948921853494417,1
0.09159159159159161,0.390325271059216,0.6184971098265896,0.08502829178773512,1
0.3400900900900901,0.365304420350292,0.3670520231213873,0.2810827343630525,2
0.0,0.15095913261050875,0.8988439306358381,0.04496100321150022,1
0.09046546546546547,0.2610508757297749,0.8020231213872832,0.16745679767548555,1
1.0000000000000002,0.8615512927439535,0.20086705202312138,0.9776724269766018,0
0.7507507507507509,0.864053377814846,0.31358381502890176,0.6941428352959168,0
0.10210210210210213,0.02668890742285246,0.7384393063583815,0.18030279859305703,1
0.8370870870870872,0.6447039199332778,0.15462427745664736,0.9071723505123107,0
0.7282282282282284,0.6647206005004171,0.43063583815028905,0.7224346230310444,0
0.005255255255255276,0.053377814845704696,0.6690751445086706,0.07248814803486771,1
0.0518018018018018,0.11092577147623017,0.8005780346820809,0.14344701024621503,1
0.7875375375375377,0.79232693911593,0.08236994219653176,0.7851353417953816,0
0.9665915915915917,0.9349457881567975,0.16184971098265893,0.6999541214252943,0
0.8108108108108107,0.930775646371977,0.12572254335260113,0.6169139012081358,0
0.41103603603603606,0.3619683069224353,0.5751445086705202,0.29484630677473617,2
0.3746246246246247,0.29274395329441205,0.3280346820809248,0.3069276647805475,2
0.2807807807807808,0.2360300250208507,0.6170520231213873,0.4626089616149258,2
0.2706456456456457,0.14512093411175975,0.4436416184971098,0.4184126013151858,2
0.3442192192192193,0.45287739783152636,0.3945086705202312,0.3572411683743692,2
0.9481981981981984,0.7139282735613013,0.1170520231213873,0.8554824896773208,0
0.8033033033033032,0.6847372810675565,0.3988439306358381,0.9392873528062397,0
0.05780780780780784,0.2702251876563804,0.9494219653179191,0.0893102920935923,1
0.265015015015015,0.5921601334445372,0.2846820809248555,0.4786664627618902,2
0.3978978978978979,0.46371976647206026,0.4234104046242775,0.3636641688331549,2
0.03978978978978978,0.11759799833194329,0.7861271676300577,0.1835142988224499,1
0.4391891891891892,0.32860717264386996,0.44219653179190743,0.2876586634041902,2
0.3487237237237238,0.45788156797331103,0.36994219653179183,0.31228016516286894,2
